rec_0,rec_1,rec_2,rec_3,rec_4,vanilla,CoT,LLM_Guided_CoT,DRE,GAG,MA,MAGAG
"JAVEX USB [3 Pack] Type-C to A Cable, Reinforced Wire Structure,3,3FT+6FT+10FT, Black",TechSpec(TM) USB Braided Rope Heavy Duty Sync Data Cable Cord 3FT - Black,TechSpec(TM) USB Sync Data Cable Cord 3FT - Black,Short Charging USB 2 Wire Pigtail Cable (4 Pack 12 Inch) 30cm 22AWG 3A Black USB Male Power Cable Plug Cord,Cables Unlimited USB Micro A Cable - 3 Meter - Black,"Durable USB Cables Bundle - Sync Data, Short Charging, 3M",Durable USB Cable Set with Various Lengths and Reinforced Structure,"Durable USB Cables [Pack of 5] - Black, 3FT+6FT+10FT",Durable Black USB Cables in Various Lengths and Styles,Variety of USB Cables in Black for Different Needs,Durable USB Cables [Pack of 5] - Black,Durable USB Cables Variety Pack - Black
Leica C-Lux 3 Digital Camera (Black),Leica C-Lux 3 Digital Camera (Black),Leica D-Lux 7 Compact Camera (Black),Leica C-Lux 3 Digital Camera (White),"LEICA TL2 Compact Digital Camera, Black Anodized Finish 18187","Leica Digital Cameras Collection - Black, White, Compact Options","Leica Camera Collection: C-Lux 3, D-Lux 7, TL2 & More","Leica Digital Cameras Collection: Black, White, Compact, TL2","Leica Digital Cameras Collection: Black & White Options, Compact Designs",Leica Digital Cameras in Black and White Collection,Leica Digital Cameras in Black and White with Compact Designs,Leica Compact Cameras for Photography Enthusiasts
Sumo Large Diaper Tote - Red with White Stitching,"ECBC Spear Tote for 17-Inch Laptop, Grey","Mosiso Laptop Shoulder Briefcase Bag for Laptop 15 Inch, Light Gray","Laptop Bag 15-15.6 inch,Waterproof Laptop Sleeve Case with Shoulder Straps and Handle,Multi-functional Notebook Computer Bag for Business Casual or School,Light Grey","Laptop Bag 15-15.6 inch,Waterproof Laptop Sleeve Case with Shoulder Straps and Handle,Multi-functional Notebook Computer Bag for Business Casual or School,Dark Grey",Versatile Laptop Bags in Stylish Grey Tones for Work or School,Versatile Laptop Bags in Stylish Grey Tones for Work or School,"Multi-functional Laptop Bags for Business and School, Waterproof Design",Stylish Laptop Bags for Work and School,Stylish Sumo Large Diaper Tote in Red and White,"Stylish Laptop Totes: Red, Grey, Waterproof, Multi-functional, Business Casual",Versatile Laptop Bags for Business Casual in Grey Shades
(5) CD Jewel Boxes - Ultra Thin 5.2mm - Clear with Built-In Frosted Clear Tray #CDBR52,"Maxtek 10.4 mm Standard Single Clear CD Jewel Case with Assembled Clear Tray, 50 Pack",AcePlus 50 Pieces Standard CD Jewel Case Assembled with Black Tray Single,25 Solid White Colored Replacement CD Trays / Inserts for CD Jewel Boxes! #CDIR80SW- Fits any standard size 10mm Jewel Box!,"(100) White Standard 20mil Narrow CD Jewel Box Divider Cards - 4-7/8"" x 6-3/4"" - CDNS68NWH20","CD Jewel Boxes Variety Pack - Clear, White, Standard Size","CD Jewel Box Collection: Clear, Black Tray, Replacement Trays, Divider Cards",Clear Tray CD Jewel Boxes - Standard Size Collection,CD Storage Solutions Variety Pack for Organized Collections,"CD Jewel Box Collection: Cases, Trays, Inserts, Divider Cards & More",Clear Tray CD Jewel Boxes - Standard Size Variety Pack,Clear CD Jewel Boxes - Standard Single Assembled Tray Pack
"FYY Briefcase, Ladies Faux Leather Briefcase Shoulder Laptop Messenger Bags Satchel Bag Black &White Fit 14-15"" Laptop","Soft Side Padded 15"" Laptop Computer Brief Case - BLACK","BBP Bags - Expandit Messenger Laptop Bag Medium Black Pinstripe 15""","Mosiso Laptop Shoulder Briefcase Bag for Laptop 15 Inch, Light Gray",Evecase Multi-functional Carrying Messenger Case with Handle and Shoulder Strap for 15 - 15.6inch Laptops - Black,"Stylish 15"" Laptop Messenger Bags in Black & Gray"" ",Versatile Laptop Messenger Bags for 15-inch Devices,Sleek 15-inch Laptop Messenger Briefcase Collection in Black,Black Laptop Briefcase Shoulder Bag Collection,Stylish 15-inch Laptop Messenger Bag,Versatile Laptop Messenger Briefcase for 15 inch Laptops,15 inch Laptop Messenger Bag in Black Shoulder Briefcase
Marvel Ultimate Spiderman Boys Light Up Hi Top Athletic Shoe (Toddler/Little Kid),niceeshop(TM) 1Set(9Pcs)-Home Wall Glow Luminous Wall/Ceiling Dolphin Stickers-Light Green,"LG Tribute Dynasty, Phoenix 4/Fortune 2/Rebel 3 LTE/Aristo 2/Aristo 2 Plus/Risio 3/Zone 4/K8 Plus 2018 w/[Tempered Glass Screen Protector], NageBee [Carbon Fiber] Ultra Slim Cover Case -Purple/Blue",oelter Washington Nationals 2019 World Series Champions 15o Summary Mug?,leather flip Case Carcasa Samsung Galaxy Core Prime Superheros 2 - - deadpool blanc -,"Marvel Spiderman Light Up Shoes, Luminous Dolphin Stickers, Phone Accessories","Marvel Spiderman Light Up Shoes, Luminous Dolphin Stickers, Phone Case Bundle",Marvel Superheroes Light Up Phone Cases & Wall Stickers Collection,"Marvel Ultimate Spiderman Boys Light Up Hi Top Shoes"" 
""Glow Dolphin Stickers & Luminous Wall Decor Set"" 
""LG Phone Accessories: Tempered Glass & Slim Cover Cases"" 
""Washington Nationals 2019 World Series Champions 15oz Mug"" 
""Superheros 2 Deadpool Leather Flip Case for Samsung Galaxy","Marvel Spiderman Light-Up Boys Athletic Shoes""
""Glowing Dolphin Wall Stickers Set - Light Green Decor""
""NageBee Ultra Slim Phone Case - Purple/Blue Collection""
""Washington Nationals 2019 Champions Mug - 15oz Summary""
""Superhero Leather Flip Case - Deadpool Blanc Edition",Marvel Light Up Wall Stickers & Phone Cases Bundle,Marvel Light Up Dolphin Stickers Ultra Slim Cover Case
Blackvue DR900S-2CH with Power Magic Pro Hardwire Kit 2-Channel | 4K Dashcam | 64GB SD Card,Blackvue DR900S-2CH with Power Magic Pro Hardwire Kit 2-Channel | 4K Dashcam | 16GB SD Card,Blackvue BV-DR750S-2CH-16 Dashcam w/ 16gb MicroSD Card,BlackVue DR590-2CH with 32GB microSD Card | Dual Full HD Simple Dashcam,Blackvue BV-KIT107 4K Dashcam,High-Quality Blackvue Dashcams with Various Features and Accessories,High-Performance Blackvue Dashcams with Accessories and Memory Cards,"Blackvue Dashcam Bundle with 4K, 2-Channel, and 64GB SD Card",Blackvue Dashcam Bundle with Hardwire Kit and 4K Resolution,High-quality Dashcams with essential accessories.,Advanced Dashcams with 4K Resolution and Essential Accessories,"Blackvue Dashcam Collection: 4K, 2-Channel, SD Card Options"
EARVO 5x5ft Pink Flower Backdrop Baby Shower Girl Princess Party Flowering Trees Photography Background Cotton Backdrop Studio Video Props EAGE112,"WR Purple Light Spots Backdrop Dreamy Glitter Dots Halos Photography Background Girl Birthday Party Baby Shower Decor Banner Video Photo Studio Props, 7x5FT",OFILA Girls Unicorn Backdrop 7x5ft Rainbow Girls Unicorn Birthday Party Photography Background Baby Shower Party Kids Tea Party Unicorn Cake Smash Background Studio Video Props,WOLADA 7x5ft Unicorn Backdrop Tempera Rose Flowers Love Stars Photo Backdrops Baby Shower Unicorn Birthday Backdrop for Girls Baby Shower Decoration Photography Background for Studio Props 11577,MEHOFOTO Welcome Little Princess Baby Shower Pink Photo Studio Booth Background Girl Gold Crown Backdrops Banner for Photography 5x7ft,Enchanting Backdrops for Princess Parties and Baby Showers,Enchanting Princess Party Photography Backdrops Collection,Enchanting Baby Shower and Girl Party Photography Props Collection,Enchanting Party Backdrops and Props for Memorable Celebrations,Enchanting Baby Shower Photography Props with Pink Flowers & Unicorns,Enchanting Unicorn Princess Photography Props for Baby Shower Girls,Enchanting Baby Shower Photography Props for Princess Party Girls
cokil 3.5mm Computer Mobile Phones Headphone Gamer Stereo Headphone with Microphone Headphones,BlackBerry Premium Stereo Headset Headphone OEM Universal 3.5mm in-Ear with Mic,BlackBerry Premium Stereo Headset (3.5mm),KENMAX® 3.5mm 1pin Acoustic Covert Air Tube Headset Earpiece Earphone with Throat MIC for Smartphone Mobile Phones,AOER 3.5mm Plug Full Face Headset Earpiece with Microphone for Mobile Phone,Premium Stereo Headphones for Mobile Phones and Computers,Premium Stereo Headphones for Mobile Phones with Microphone,Premium 3.5mm Headphone Collection for Mobile Phones,Premium Stereo Headset with 3.5mm Plug and Microphone,Premium 3.5mm Headphones with Microphone for Mobile Phones,3.5mm Headset with Microphone for Mobile Phones,Premium Stereo Headphones for Mobile Phones with 3.5mm Mic
"Retevis RT22 Adjustable Soft Earhook Walkie Talkie Earpiece with Mic, Compatible RT22 RT21 RT68 RT22S H-777S RB39 Baofeng UV-5R pxton Walkie-Talkie, 2 Pin 2 Way Radio Earpiece(2 Pack)","Retevis Volume Adjustment Two Way Radio Earpiece with Mic, Compatible RT22 RT21 H-777 RT68 RT19 RT22S Baofeng UV-5R Walkie-Talkie, G-Type Earhook Walkie Talkie Earpiece 2 Pin(1 Pack)","Retevis Adjustable Throat Mic Walkie Talkie Earpiece with Mic, Earpiece with Finger PTT, Compatible RT22 RT21 H-777 RT68 RT22S RT19 Walkie Talkie, Covert Tube 2 Way Radio Headset(1 Pack)","Retevis Adjustable Throat Mic Walkie Talkies Earpiece with Mic 2 Pin, Compatible RT22 RT21 H-777 RT68 RT22S H-777S Baofeng UV-5R pxton Walkie Talkie, Acoustic Tube Two Way Radio Headset (1 Pack)","Retevis Soft Earhook Walkie Talkie Earpiece with Mic, Coil Tube, Compatible RT22 RT21 RT68 RT22S H-777S RT15 RB29 Baofeng UV-5R Two Way Radio, G-Type Two Way Radio Earpiece 2 Pin(1 Pack)",Retevis Walkie Talkie Earpieces Collection,Retevis Walkie Talkie Earpiece Collection,Adjustable Walkie Talkie Earpiece with Mic for Various Models,Walkie Talkie Accessories Bundle for Retevis and Baofeng Models,Versatile Walkie Talkie Earpieces for Various Radio Models,Adjustable & Compatible Walkie Talkie Earpieces with Mic,Adjustable Soft Walkie Talkie Earpiece with Mic (1/2 Pack)
"TenCloud Band Compatible with Garmin Vivofit jr.3 Bands, All-in-one Silicon Stretchy Vivofit jr. 3 Replacement Watch Bands for Kids Boys Girls","RuenTech Compatible with Garmin Vivofit jr 3 Bands for Kids, Replacement Silicone Band Water Resistant Watch Straps for Garmin Vivofit JR 3 Kid's Bands",FitTurn Band Compatible with Garmin vivofit jr. 3 Bands Kids Replacement Accessory Soft Silicone Band 130-175mm Size for vivofit jr 3 Fitness Tracker Ages 4+ for Kids Wristbands (TenColors),"Compatible with Garmin Vivofit jr 3 Bands, Soft Silicone Wristband Pattern Printed Strap Replacement Accessories for Kid's Vivofit jr. 3","RuenTech Compatible with Garmin Vivofit jr 3 Bands, Replacement Silicone Wristband Camouflage Watch Straps for Kid's Vivofit jr. 3 Fitness Tracker",Kid's Silicone Replacement Bands for Garmin Vivofit jr. 3,Kid's Silicone Replacement Bands for Garmin Vivofit jr. 3,Silicone Replacement Bands for Kids - Compatible with Garmin Vivofit jr. 3,Kid-Friendly Garmin Vivofit jr.3 Replacement Bands in Various Designs,Kid-Friendly Garmin Vivofit jr. 3 Replacement Bands Collection,Kids Silicone Replacement Bands for Garmin Vivofit jr. 3,Garmin Vivofit jr.3 Bands Replacement Silicone Kids Fitness Tracker Straps
Panasonic RP-HJE125-K ErgoFit in-Ear Earbud Headphones (Black) - 3 Pack (3 Items),Panasonic Bluetooth Compatible Wireless Earphone RP-NJ300B-W (White)【Japan Domestic Genuine Products】,Panasonic KX-TCA94W Hands-Free Headset (white),"Panasonic Link2Cell Bluetooth Cordless Phone System (Black/Silver Trim) & Cordless Phone Handset Accessory Compatible with TGF540/570/TG785 Series - KX-TGFA51B, Black",Panasonic KX-TG994 DECT 6.0 Bluetooth 4-Handset Phone Bundle,Panasonic Wireless Audio & Communication Bundle,Panasonic Communication Essentials Bundle,Panasonic Bluetooth Wireless Hands-Free Cordless Phone Bundle,Panasonic KX-TG994 DECT 6.0 Bluetooth 4-Handset Phone Bundle,"Panasonic Electronics Collection: Earphones, Headsets, Phones & Bundles",Panasonic Bluetooth Wireless Headphones & Cordless Phone Bundle,Panasonic Bluetooth Wireless Headphones & Cordless Phone Bundle
Vivitar VIV-HDMI-MINI Mini HDMI to HDMI Cable,"Kanex Mini DisplayPort/Thunderbolt to HDMI Adapter, 10-Feet (MDPHDTV10FT)",C Cables HDMI Mini for Sony Cybershot DSC-HX20,Mini Display Port to HDMI Cable/Adapter,HDMI Adapter for Functio,Versatile HDMI Connectivity Solutions for Sony Cybershot and More,Mini HDMI & DisplayPort Adapter Cable Bundle,Versatile HDMI and Mini DisplayPort Adapters for Various Devices,"High-Quality HDMI Cables, Adapters, and Accessories for Various Devices",Vivitar Mini HDMI Cable for Seamless Connectivity,Mini HDMI DisplayPort Adapter Cable Collection,Mini HDMI Adapter Cable Collection for Sony and Thunderbolt
"iHome XT-27 True Wireless Earbuds with Rechargeable Travel Case, Bluetooth Earphones with Microphone and Touch Control, Black","iHome XT-60 True Wireless Earbuds with Rechargeable Travel Case, Bluetooth Earphones with Microphone and Touch Control, Black","iHome Earbuds - Bluetooth True Wireless in-Ear Noise Isolating Headphones with Microphone, Qi Wireless Charging and Touch Controls, Black","welodorir Wireless Earbuds,True Bluetooth 5.1 Headphones Built-in Mic Headphones in-Ear Stereo Earphones Noise Cancelling Waterproof Earbuds Touch Control with Wireless Charging Case (White)","Wireless Earbuds,TWS Bluetooth Headphones Stereo Sound Earphones Wireless Earbuds with Charging Case Noise Cancelling IPX6 Waterproof Bluetooth Earphones with Mic Touch Control LED Display (White)","Wireless Earbuds Collection: True Wireless, Touch Control, Waterproof, Rechargeable Cases",Premium True Wireless Earbuds Collection with Advanced Features,Advanced True Wireless Bluetooth Earphones with Touch Control and More,True Wireless Bluetooth Earbuds with Touch Control & Travel Case,"True Wireless Earbuds Collection with Advanced Features, Various Colors",Advanced True Wireless Bluetooth Earphones with Touch Control & More,"Ultimate Wireless Earbuds Collection: True Sound, Touch Control, Various Colors"
Gelid Wing12 PL Green LED 120mm Gamer Fan,Cooler Master 120mm Green LED Case Fan - (R4-L2R-20CG-GP),120mm Computer PC Green LED Case Fan Quiet 12V 3pin Gaming PC Computer Cooler Fan 3-Pack,Zalman ZM-SF120 120Mm RGB Led Fan,MASSCOOL 120mm Red LED Cooling Fan BLD-12025V1R,Vibrant LED Cooling Fans for Gaming PCs - 3-Pack Included,Vibrant LED Gaming Fans Collection,120mm LED Gaming Fan Collection,120mm LED Case Fans for Gaming PCs Collection,120mm LED Gaming PC Case Fans Collection,120mm LED Green RGB Quiet Gaming Cooler Fan Collection,Dynamic 120mm LED Gaming Fan Collection
"MSI 2021 Flagship GE75 Raider 17 Gaming Laptop 17.3"" FHD IPS 144Hz 10th Gen Intel Hexa-Core i7-10750H 32GB DDR4 1TB SSD 2TB HDD GeForce RTX 2070 8GB RGB Backlit Webcam Win 10 + HDMI Cable","MSI 2021 Flagship GE75 Raider 17 Gaming Laptop 17.3"" FHD IPS 144Hz 10th Gen Intel Hexa-Core i7-10750H 16GB DDR4 512GB SSD 1TB HDD GeForce RTX 2070 8GB RGB Backlit Webcam Win 10 + HDMI Cable","ASUS 2021 Flagship TUF F15 Gaming Laptop 15.6"" FHD 144Hz Display 10th Gen Intel Octa-Core i7-10870H 32GB RAM 1TB SSD NVIDIA GeForce GTX 1660 Ti 6GB RGB Backlit DTS Webcam Win10 + HDMI Cable","MSI 2021 Flagship GE75 Raider 17 Gaming Laptop 17.3"" FHD IPS 144Hz 10th Gen Intel Hexa-Core i7-10750H 32GB DDR4 512GB SSD 1TB HDD GeForce RTX 2070 8GB RGB Backlit Webcam Win 10 + HDMI Cable",ASUS 2020 Flagship TUF A15 Gaming Laptop 15.6” FHD 144Hz IPS AMD 6-core Ryzen 5 4600H (>i7-9750H) 32GB RAM 512GB SSD + 1TB HDD GTX 1650 4GB RGB Backlit HD Webcam Win10 + HDMI Cable,Ultimate Gaming Laptops Collection with High-End Features,Ultimate Gaming Laptops with High-End Specs and Accessories,MSI 2021 Flagship GE75 Raider 17 Gaming Laptop,Ultimate Gaming Powerhouses: MSI & ASUS Flagship Laptops,Ultimate Gaming Laptops with Cutting-Edge Features,MSI & ASUS 2021 Flagship Gaming Laptops: High-Performance Essentials,Ultimate Gaming Laptops with High-End Specs and RGB Backlit
iLive ISP209B Portable Speaker System with Alarm Clock and Dock for iPod and iPhone (Black),Cygnett GrooveNeo Large Format Time Display and Speaker System for iPod,Scosche IALM3 Alarm Clock for iPod (Black),iHome Alarm and Dock for iPhone/iPod,iHOME IH22LV Alarm Clock Speaker System with iPod Dock,Innovative Speaker Systems with Alarm Clocks and iPod/iPhone Docks,Ultimate Speaker and Alarm Dock Collection,Innovative Speaker Systems with Alarm Clocks for iPod/iPhone,Innovative Speaker Systems and Alarm Clocks for iPod/iPhone Users,Innovative Alarm Clocks and Speaker Systems for iPod/iPhone,Ultimate Alarm Clock and Speaker System for iPod/iPhone Users,Versatile Alarm Clock Speaker System with Dock for iPod/iPhone (Black)
"Dell XPS 15 9550 Laptop 15.6 4K UHD (3840 x 2160) Touch, Intel Core i5-6300HQ 2.3GHz Quad Core, 8GB RAM, 256GB SSD, NVIDIA GeForce GTX 960M w/ 2GB GDDR5 Windows 10 Pro (Renewed)","Dell XPS 15 9550 Laptop 15.6in 4K UHD (3840 x 2160) Touch, Intel i7-6700HQ 3.5GHz Quad Core 16GB RAM 512GB SSD NVIDIA GeForce GTX 960M w/ 2GB GDDR5 Windows 10 (Renewed)","Dell XPS 15 9550 Laptop 15.6in 4K UHD (3840 x 2160) Touch, Intel i7-6700HQ 3.5GHz Quad Core 16GB RAM 512GB SSD NVIDIA GeForce GTX 960M w/ 2GB GDDR5 Windows 10 Professional (Renewed)","Dell XPS 15 9550 Laptop 15.6in 4K UHD (3840 x 2160) Touch, Intel i7-6700HQ 3.5GHz Quad Core 16GB RAM 1TB SSD NVIDIA GeForce GTX 960M w/ 2GB GDDR5 Windows 10 Professional (Renewed)","Dell XPS 15 9550 Laptop 15.6"" 4K UHD (3840 x 2160) Touch, Intel i7-6700HQ 3.5GHz Quad Core 16GB RAM 256GB SSD NVIDIA GeForce GTX 960M w/ 2GB GDDR5 Windows 10 (Certified Refurbished)",Dell XPS 15 9550 4K UHD Laptop Collection,Dell XPS 15 9550 4K UHD i7 Laptop Collection,Dell XPS 15 9550 15.6in 4K UHD Intel i7 16GB RAM SSD GTX 960M Windows 10,"Dell XPS 15 Laptops with Intel i7, 16GB RAM, 512GB SSD",Dell XPS 15 Laptops: Powerful Performance with 4K Display and NVIDIA Graphics,Dell XPS 15 9550 15.6in 4K i7 16GB 512GB GTX 960M Windows 10 Professional,Dell XPS 15 9550 Laptop 15.6in 4K UHD Touch Intel Core
"VEGGIEG iPhone iPad to HDMI Cable for TV, 1080P HDMI Cable for iPhone Connector Cable, HDMI to TV Cord Compatible with iPhone X/8/7/6 Plus to TV Projector Monitor (Red, 6.6ft/2m)","Compatible with iPhone iPad to HDMI Cable, HDMI Cord Digital AV HDMI Converter Cable to HDTV, Projector, Monitor, Compatible with iPad iPhone 11 Pro/Xs/Max/XR/X/8/7/6 Plus(Orange)","Compatible with iPhone iPad to HDMI Cable for TV, Aictoe 6.6ft Digital AV Adapter Cord, Support 1080P HDTV, Compatible with iPhone XS/XSmax/XR/X/8/7/6/plus iPad iPod to TV Projector Monitor (w18)","Compatible with iPhone iPad to HDMI Cable for TV, Aictoe 6.6ft Digital AV Adapter Cord, Support 1080P HDTV, Compatible with iPhone XS/XSmax/XR/X/8/7/6/plus iPad iPod to TV Projector Monitor (w16)","Compatible with iPhone iPad to HDMI Cable, Aictoe 6.6ft Digital AV Adapter Cord, Support 1080P HDTV, Compatible with iPhone XS/XSmax/XR/X/8/7/6/plus iPad iPod to TV Projector Monitor(Black)",High-Quality iPhone iPad HDMI Cables for TV and Projectors,High-Quality iPhone iPad HDMI Cables for TV and Projectors,iPhone iPad HDMI Cable for TV: 1080P Digital AV Converter,iPhone iPad HDMI Cable Collection,High Definition iPhone iPad HDMI Cable for TV and More,"iPhone iPad HDMI Cable for TV, 1080P Digital AV Cord","iPhone iPad HDMI Cable for TV, 1080P Digital AV Adapter"
